,result,prediction,prob0,prob1
GSM253210,0,0,8.469409942626953,-6.593408107757568
GSM253216,0,0,6.6058526039123535,-5.286820888519287
GSM256745,0,0,8.345597267150879,-6.479427814483643
GSM256746,0,0,8.800540924072266,-6.775413990020752
GSM256748,0,0,8.405601501464844,-6.49626350402832
GSM256750,0,0,9.3351411819458,-7.158292770385742
GSM257187,0,0,8.111238479614258,-6.52831506729126
GSM257190,0,0,11.311165809631348,-9.111285209655762
GSM257248,1,1,-2.172461986541748,2.9085018634796143
GSM257249,1,1,-0.971955418586731,1.653764247894287
GSM257526,0,0,11.287430763244629,-8.459321975708008
GSM257527,0,0,10.596675872802734,-7.905542850494385
GSM257528,0,0,12.00741195678711,-8.914371490478516
GSM257660,0,0,4.646121025085449,-3.7091217041015625
GSM257661,0,0,5.624833583831787,-4.633305072784424
GSM257471,1,1,-4.2503814697265625,7.429532051086426
GSM257472,1,1,-4.778835296630859,8.280105590820312
GSM259831,1,1,-3.612837553024292,5.432074546813965
GSM259832,1,1,-4.080346584320068,6.056437969207764
GSM259835,1,1,-4.48682975769043,6.638613700866699
GSM259836,1,1,-4.765774250030518,7.3895134925842285
GSM260250,1,1,-4.315563678741455,6.510018825531006
GSM260251,1,1,-4.288867950439453,6.448260307312012
GSM260252,1,1,-4.255826950073242,6.3746514320373535
GSM260253,1,1,-4.419532775878906,6.671146869659424
GSM260254,1,1,-4.350086688995361,6.548080921173096
GSM260255,1,1,-4.383397102355957,6.564591884613037
GSM260256,1,1,-4.302851676940918,6.427861213684082
GSM260533,1,1,-7.39763879776001,10.01535415649414
GSM260535,1,1,-3.2961671352386475,4.276605606079102
GSM260536,1,1,-2.085754871368408,2.4231746196746826
GSM263933,0,0,12.653489112854004,-9.531133651733398
GSM263936,0,0,7.941120147705078,-6.208718776702881
GSM265495,0,0,9.308152198791504,-7.206627368927002
GSM265497,0,0,7.925775527954102,-6.2985053062438965
GSM265498,0,0,7.838198661804199,-6.194986820220947
GSM265499,0,0,8.808836936950684,-6.905484676361084
GSM264755,0,0,12.887805938720703,-10.603310585021973
GSM264756,0,0,14.95941162109375,-12.138644218444824
GSM264757,0,0,13.62090015411377,-11.21307373046875
GSM264758,0,0,13.798114776611328,-11.271256446838379
GSM265054,0,0,10.223944664001465,-7.6838507652282715
GSM265056,0,0,10.552741050720215,-8.004834175109863
GSM265057,0,0,11.617720603942871,-8.75328540802002
GSM265058,0,0,10.639867782592773,-8.08153247833252
GSM265059,0,0,11.859715461730957,-8.89113998413086
GSM265505,0,0,5.4865241050720215,-4.608160495758057
GSM265507,0,0,7.539068222045898,-5.951558589935303
GSM265509,0,0,5.033908843994141,-4.230708122253418
GSM265510,0,0,5.0503692626953125,-4.240635395050049
GSM265817,1,1,-6.3354926109313965,11.508238792419434
GSM265820,1,1,-6.317567348480225,11.608729362487793
GSM266839,0,0,11.20292854309082,-8.860776901245117
GSM266845,0,0,8.167064666748047,-6.4084296226501465
GSM266847,0,0,5.520242691040039,-4.371609687805176
GSM266849,0,0,12.147436141967773,-9.631372451782227
GSM266853,0,0,11.962823867797852,-9.499953269958496
GSM297601,0,0,8.606751441955566,-6.980874061584473
GSM297603,0,0,5.660218238830566,-4.707637786865234
GSM297604,0,0,6.257874488830566,-5.143780708312988
GSM266912,1,1,-5.075658321380615,7.678982734680176
GSM266914,1,1,-5.05164909362793,7.534541606903076
GSM266916,1,1,-5.1254706382751465,7.580773830413818
GSM266918,1,1,-4.821685791015625,7.03390645980835
GSM266920,1,1,-5.554905891418457,8.366190910339355
GSM266921,1,1,-5.215751647949219,7.836611270904541
GSM266922,1,1,-4.813157558441162,7.045194625854492
GSM266923,1,1,-4.971171855926514,7.298742771148682
GSM267005,1,1,-4.962043762207031,7.620473384857178
GSM267007,1,1,-4.915895462036133,7.560111999511719
GSM267008,1,1,-5.094717979431152,7.917163848876953
GSM267009,1,1,-4.8868231773376465,7.571515083312988
GSM267010,1,1,-4.905612945556641,7.532599449157715
GSM267012,1,1,-4.891809940338135,7.448780059814453
GSM267013,1,1,-4.829769611358643,7.357801914215088
GSM267077,0,0,8.837635040283203,-6.938051223754883
GSM267078,0,0,9.098085403442383,-7.14113187789917
GSM267080,0,0,6.842389106750488,-5.511085033416748
GSM267081,0,0,6.934234619140625,-5.382172584533691
GSM267082,0,0,7.040063381195068,-5.4679694175720215
GSM269527,1,1,-3.223262310028076,4.8603434562683105
GSM269528,1,1,-4.101334571838379,6.2652435302734375
GSM269529,1,1,-5.555251598358154,8.599318504333496
GSM269530,1,1,-5.171226978302002,7.861055850982666
GSM269532,1,1,-5.759942054748535,8.995182991027832
GSM269936,0,0,6.244758605957031,-5.117213249206543
GSM269937,0,0,5.993616104125977,-5.025262832641602
GSM269938,0,0,7.138486862182617,-5.7257537841796875
GSM269808,0,0,12.83540153503418,-11.194903373718262
GSM269809,0,0,13.059773445129395,-11.313716888427734
GSM269810,0,0,12.542060852050781,-10.914826393127441
GSM269811,0,0,12.25875473022461,-10.414717674255371
GSM269834,0,0,12.75031852722168,-10.869851112365723
GSM269835,0,0,12.32286262512207,-10.550797462463379
GSM269932,0,0,12.766457557678223,-10.9727201461792
GSM269933,0,0,13.232023239135742,-11.468358993530273
GSM269934,0,0,12.688898086547852,-10.966466903686523
GSM270524,1,1,-4.604758262634277,6.61025333404541
GSM270525,1,1,-3.960078001022339,5.430758476257324
GSM270526,1,1,-4.202281951904297,5.864953517913818
GSM270527,1,1,-4.5637383460998535,6.713825225830078
GSM270528,1,1,-4.6687774658203125,6.86254358291626
GSM270529,1,1,-4.164693355560303,5.870151042938232
GSM270808,0,0,8.456089973449707,-6.635670185089111
GSM270809,0,0,5.432751178741455,-4.552008152008057
GSM270810,0,0,6.190777778625488,-5.068948745727539
GSM270781,1,1,-3.8026509284973145,5.875458240509033
GSM270782,1,1,-3.787904739379883,5.766528129577637
GSM270783,1,1,-3.0504207611083984,4.491729259490967
GSM270784,1,1,-3.994621753692627,6.160373210906982
GSM270785,1,1,-4.737649917602539,7.460445880889893
GSM270835,0,0,3.829543113708496,-3.1921255588531494
GSM270836,0,0,4.129355430603027,-3.485358715057373
GSM270837,0,0,4.508522033691406,-3.801482677459717
