,result,prediction,prob0,prob1
GSM253210,0,0,8.020353317260742,-7.312379837036133
GSM253216,0,0,6.457583427429199,-5.671956539154053
GSM256746,0,0,7.147551536560059,-7.488051414489746
GSM256747,0,0,7.47262716293335,-7.951181411743164
GSM256748,0,0,6.67742919921875,-6.9467058181762695
GSM256749,0,0,6.993304252624512,-7.283296585083008
GSM256750,0,0,7.981407642364502,-8.458150863647461
GSM257187,0,0,12.267471313476562,-13.026590347290039
GSM257248,1,1,-1.968346118927002,4.06436014175415
GSM257249,1,1,-1.673161506652832,3.726619005203247
GSM257525,0,0,3.640331506729126,-2.6231234073638916
GSM257526,0,0,4.741903305053711,-3.641627788543701
GSM257527,0,0,4.594707489013672,-3.3883354663848877
GSM257660,0,0,2.544262647628784,-1.5656116008758545
GSM257471,1,1,-1.6397769451141357,2.828744411468506
GSM257472,1,1,-1.68204665184021,2.903273105621338
GSM259831,1,1,-2.5719032287597656,4.970520496368408
GSM259832,1,1,-2.671348810195923,5.148413181304932
GSM259833,1,1,-2.1300208568573,4.398965835571289
GSM259834,1,1,-3.165665626525879,5.89117956161499
GSM259836,1,1,-3.2854464054107666,6.033806324005127
GSM260250,1,1,-5.721746444702148,9.620454788208008
GSM260251,1,1,-5.610130310058594,9.451201438903809
GSM260253,1,1,-5.6523027420043945,9.548372268676758
GSM260255,1,1,-5.760071754455566,9.71704387664795
GSM260256,1,1,-5.543301105499268,9.423234939575195
GSM260257,1,1,-5.629518508911133,9.453646659851074
GSM260249,1,1,-5.583874225616455,9.438820838928223
GSM260533,1,1,-1.7669494152069092,2.889491558074951
GSM260534,1,1,-4.425477027893066,5.814957618713379
GSM260536,1,1,-1.9016010761260986,4.384332656860352
GSM263933,0,0,15.299545288085938,-16.084688186645508
GSM263934,0,0,9.741162300109863,-9.844575881958008
GSM263935,0,0,10.376239776611328,-11.013495445251465
GSM263936,0,0,8.243725776672363,-8.70365047454834
GSM265494,0,0,5.604022026062012,-4.689936637878418
GSM265496,0,0,7.016971588134766,-6.22540283203125
GSM265497,0,0,6.306360244750977,-5.375319004058838
GSM265499,0,0,5.9505205154418945,-5.057883262634277
GSM264755,0,0,9.039911270141602,-9.52302074432373
GSM264757,0,0,9.610162734985352,-10.151830673217773
GSM265052,0,0,7.452409744262695,-6.594396591186523
GSM265053,0,0,7.9696125984191895,-7.191769599914551
GSM265054,0,0,7.706928253173828,-6.8791680335998535
GSM265055,0,0,7.567843437194824,-6.710454940795898
GSM265056,0,0,7.81182861328125,-6.92610502243042
GSM265057,0,0,8.251742362976074,-7.4791460037231445
GSM265058,0,0,7.882943630218506,-7.0146870613098145
GSM265510,0,0,3.5552051067352295,-2.8197708129882812
GSM265817,1,1,-6.1382527351379395,8.310647010803223
GSM265818,1,1,-5.8672709465026855,7.98325777053833
GSM265819,1,1,-6.693531036376953,8.444724082946777
GSM266839,0,0,7.562644004821777,-6.9208245277404785
GSM266841,0,0,7.6449809074401855,-6.856849670410156
