,result,prediction,prob0,prob1
GSM253210,0,0,6.22223424911499,-6.689572334289551
GSM253216,0,0,4.764156818389893,-5.570071697235107
GSM256745,0,0,4.663458347320557,-5.885122299194336
GSM256746,0,0,4.494833469390869,-5.7222065925598145
GSM256747,0,0,4.658219814300537,-5.8694000244140625
GSM256748,0,0,4.4085493087768555,-5.672155380249023
GSM256749,0,0,4.433022975921631,-5.686855792999268
GSM256750,0,0,4.688732624053955,-5.880956172943115
GSM257187,0,0,5.000339031219482,-6.327799320220947
GSM257190,0,0,5.672192096710205,-6.750208377838135
GSM257249,1,1,-4.520394802093506,4.677478790283203
GSM257525,0,0,4.160801887512207,-4.7438788414001465
GSM257526,0,0,4.662268161773682,-4.933221817016602
GSM257527,0,0,4.96478796005249,-5.4609174728393555
GSM257528,0,0,4.584792613983154,-4.857028484344482
GSM257660,0,0,4.001729488372803,-5.6789469718933105
GSM257661,0,0,4.186829090118408,-5.77321195602417
GSM257471,1,0,0.4841769337654114,-2.179555892944336
GSM257472,1,0,1.1438645124435425,-2.9296302795410156
GSM259831,1,1,-3.3616929054260254,3.081160068511963
GSM259832,1,1,-3.5469770431518555,3.2888870239257812
GSM259833,1,1,-3.219635009765625,2.8629775047302246
GSM259834,1,1,-3.6949238777160645,3.572153091430664
GSM259835,1,1,-3.506793975830078,3.286472797393799
GSM259836,1,1,-3.6615734100341797,3.5263195037841797
GSM260250,1,1,-4.1971540451049805,4.49581241607666
GSM260251,1,1,-4.164675235748291,4.427659511566162
GSM260252,1,1,-4.196480751037598,4.5086188316345215
GSM260253,1,1,-4.373602867126465,4.760169982910156
GSM260254,1,1,-4.318079471588135,4.680485248565674
GSM260257,1,1,-4.579328536987305,5.050680160522461
GSM260249,1,1,-4.335816860198975,4.672757148742676
GSM260533,1,1,-4.724589824676514,6.720286846160889
GSM260534,1,1,-9.448799133300781,10.191459655761719
GSM260535,1,1,-8.114542007446289,9.954797744750977
GSM263933,0,0,7.766480922698975,-8.496021270751953
GSM263934,0,0,6.342113018035889,-7.203627586364746
GSM263935,0,0,7.217787265777588,-8.24277400970459
GSM263936,0,0,6.2949957847595215,-7.3842644691467285
GSM265494,0,0,3.9619827270507812,-3.985818862915039
GSM265495,0,0,4.608072757720947,-4.3352179527282715
GSM265496,0,0,5.3641839027404785,-4.857330799102783
GSM265497,0,0,4.383037090301514,-4.212131500244141
GSM265498,0,0,4.0362749099731445,-4.052058219909668
GSM265499,0,0,4.087286472320557,-4.052462577819824
GSM264756,0,0,5.864981651306152,-6.265142917633057
GSM264757,0,0,5.515923023223877,-6.077470302581787
GSM264758,0,0,5.710972309112549,-6.190742492675781
GSM265052,0,0,5.326565742492676,-4.790684700012207
GSM265053,0,0,5.332374572753906,-4.72136116027832
GSM265054,0,0,5.425953388214111,-4.7688164710998535
GSM265055,0,0,5.758894920349121,-5.018926620483398
GSM265058,0,0,5.985072135925293,-5.141154766082764
GSM265059,0,0,6.053228855133057,-5.174987316131592
GSM265505,0,0,5.989491939544678,-7.063108921051025
GSM265507,0,0,6.834845066070557,-7.722742080688477
GSM265509,0,0,6.218942165374756,-7.298305988311768
GSM265510,0,0,6.274832248687744,-7.328001499176025
GSM265817,1,1,-6.432063579559326,7.628166675567627
GSM265818,1,1,-5.489804267883301,6.291001319885254
GSM265819,1,1,-4.129631996154785,4.192911624908447
GSM265820,1,1,-5.170074462890625,5.795294284820557
GSM266841,0,0,4.810802936553955,-4.429643630981445
GSM266843,0,0,5.795054912567139,-5.019336700439453
GSM266847,0,0,3.3987021446228027,-3.598088264465332
GSM266849,0,0,5.243931293487549,-4.662807941436768
GSM266852,0,0,2.9299798011779785,-3.452192783355713
GSM266853,0,0,5.718478679656982,-5.0297980308532715
GSM297599,0,0,3.771859645843506,-3.9040446281433105
GSM297603,0,0,2.8798274993896484,-3.6280388832092285
GSM297604,0,0,2.9115681648254395,-3.70186710357666
GSM266913,1,1,-4.6437087059021,4.500525951385498
GSM266914,1,1,-4.876240253448486,4.854992389678955
GSM266915,1,1,-4.725673198699951,4.629675388336182
GSM266916,1,1,-4.615257263183594,4.442697048187256
GSM266917,1,1,-4.531452178955078,4.336144924163818
GSM266919,1,1,-4.738223075866699,4.674248218536377
GSM266920,1,1,-4.602927207946777,4.43125581741333
GSM266921,1,1,-4.525894641876221,4.300217628479004
GSM266923,1,1,-5.031489849090576,5.092014312744141
GSM267005,1,1,-3.012277603149414,2.315570831298828
GSM267006,1,1,-3.0117716789245605,2.3318467140197754
GSM267007,1,1,-2.876960277557373,2.1572651863098145
GSM267009,1,1,-2.879281520843506,2.1607446670532227
GSM267010,1,1,-3.132434844970703,2.4902052879333496
GSM267011,1,1,-3.0552802085876465,2.378342628479004
GSM267013,1,1,-3.013580322265625,2.3341383934020996
GSM267078,0,0,4.981647491455078,-4.556053161621094
GSM267079,0,0,4.537174224853516,-4.301350116729736
GSM267082,0,0,3.5026721954345703,-3.6941847801208496
GSM267083,0,0,3.548649787902832,-3.653965473175049
GSM267084,0,0,3.6053237915039062,-3.6795310974121094
GSM269527,1,1,-4.28622579574585,4.845903396606445
GSM269528,1,1,-3.127589225769043,2.972163200378418
GSM269529,1,1,-6.847686767578125,7.827093601226807
GSM269530,1,1,-7.329260349273682,8.556325912475586
GSM269531,1,1,-3.4654369354248047,3.4664816856384277
GSM269532,1,1,-9.05261516571045,10.491971969604492
GSM269936,0,0,3.0122361183166504,-4.403631210327148
GSM269937,0,0,3.5834550857543945,-4.736115455627441
GSM269808,0,0,5.955807209014893,-6.33153772354126
GSM269809,0,0,6.127662181854248,-6.430194854736328
GSM269810,0,0,6.0635175704956055,-6.3507513999938965
GSM269835,0,0,5.747102737426758,-6.014484405517578
GSM269932,0,0,6.107931137084961,-6.30568790435791
GSM269933,0,0,5.809236526489258,-6.1077680587768555
GSM269934,0,0,5.796413421630859,-6.0633745193481445
GSM270524,1,1,-4.740009307861328,4.940263271331787
GSM270525,1,1,-4.8048787117004395,5.089021682739258
GSM270527,1,1,-5.208925247192383,5.431784152984619
GSM270809,0,0,3.692312717437744,-5.072722434997559
GSM270810,0,0,4.020280361175537,-5.3064775466918945
GSM270782,1,1,-3.8672738075256348,4.070512294769287
GSM270783,1,1,-1.9584499597549438,1.3001710176467896
GSM270784,1,1,-4.428077220916748,4.830759525299072
GSM270785,1,1,-4.845011234283447,5.505526065826416
GSM270834,0,0,1.6199947595596313,-3.1919779777526855
GSM270836,0,0,2.5759263038635254,-4.043187618255615
GSM270838,0,0,1.6158345937728882,-3.177633762359619
GSM270839,0,0,1.7295767068862915,-3.3393802642822266
GSM270840,0,0,1.7727783918380737,-3.353564739227295
GSM270841,0,0,1.6204127073287964,-3.212158679962158
GSM270843,0,0,1.2208629846572876,-2.9185240268707275
GSM270844,0,0,1.2706615924835205,-2.877375364303589
GSM270816,1,0,0.20383208990097046,-1.7728023529052734
GSM270817,1,0,-0.5890003442764282,-0.9005559086799622
GSM270818,1,0,0.030850425362586975,-1.6020312309265137
GSM270819,1,0,-0.18189479410648346,-1.3262434005737305
GSM270820,1,0,-0.19629210233688354,-1.318758249282837
GSM270821,1,1,-0.9147375226020813,-0.4640481472015381
GSM270822,1,0,0.4162304401397705,-2.0583577156066895
GSM270825,1,0,-0.2690996527671814,-1.2224583625793457
GSM270826,1,1,-1.4478373527526855,0.11361873149871826
GSM270827,1,0,-0.39726150035858154,-1.1141717433929443
GSM270828,1,0,-0.07147447764873505,-1.4736764430999756
