,result,prediction,prob0,prob1
GSM253210,0,0,3.8367021083831787,-4.356329441070557
GSM253216,0,0,3.4875876903533936,-4.1037068367004395
GSM256746,0,0,3.4024908542633057,-2.971834659576416
GSM256747,0,0,3.5842225551605225,-3.2276663780212402
GSM256748,0,0,3.568182945251465,-3.222198724746704
GSM256749,0,0,3.391650915145874,-2.9995083808898926
GSM256750,0,0,3.3731918334960938,-2.975820541381836
GSM257187,0,0,2.287064552307129,-2.435258626937866
GSM257248,1,1,-1.3307011127471924,0.8760430812835693
GSM257249,1,1,-1.1949665546417236,0.7666774392127991
GSM257525,0,0,2.9718198776245117,-3.189375877380371
GSM257526,0,0,3.2001264095306396,-3.411625385284424
GSM257527,0,0,3.200185537338257,-3.4367432594299316
GSM257660,0,1,-1.460180401802063,1.4340753555297852
GSM257471,1,1,-0.9630976915359497,1.0706316232681274
GSM257472,1,1,-1.1339547634124756,1.2226018905639648
GSM259831,1,1,-1.1167265176773071,0.8831128478050232
GSM259832,1,1,-1.3902218341827393,1.103951096534729
GSM259833,1,1,-1.3846098184585571,1.1365959644317627
GSM259834,1,1,-1.1350568532943726,0.9430237412452698
GSM259836,1,1,-1.1750783920288086,0.9558041095733643
GSM260250,1,1,-0.8979355096817017,0.6786836385726929
GSM260251,1,1,-0.9174069166183472,0.6607747077941895
GSM260253,1,1,-0.9304171800613403,0.7186152935028076
GSM260255,1,1,-1.1703044176101685,1.0405747890472412
GSM260256,1,1,-1.2304224967956543,1.1178652048110962
GSM260257,1,1,-1.1046799421310425,0.9793749451637268
GSM260249,1,1,-0.9121712446212769,0.6942344903945923
GSM260533,1,1,-5.332146644592285,4.2495880126953125
GSM260534,1,1,-5.351038932800293,3.8356993198394775
GSM260536,1,1,-2.8585352897644043,2.746076822280884
GSM263933,0,0,2.906550407409668,-3.2050209045410156
GSM263934,0,0,2.6743085384368896,-2.9487874507904053
GSM263935,0,0,3.837059259414673,-4.380697727203369
GSM263936,0,0,3.384460210800171,-3.7524003982543945
GSM265494,0,0,2.616241693496704,-2.9168713092803955
