,result,prediction,prob0,prob1
GSM256745,0,0,18.255571365356445,-18.367389678955078
GSM256747,0,0,19.545276641845703,-20.348533630371094
GSM256748,0,0,18.154476165771484,-18.317903518676758
GSM256749,0,0,18.117143630981445,-18.31096839904785
GSM256750,0,0,19.064748764038086,-19.854141235351562
GSM257187,0,0,14.281122207641602,-14.355996131896973
GSM257190,0,0,18.069114685058594,-19.317197799682617
GSM257248,1,1,-4.880132675170898,7.986515045166016
GSM257249,1,1,-4.7761712074279785,7.87861442565918
GSM257525,0,0,6.996743202209473,-5.0218610763549805
GSM257526,0,0,7.486949920654297,-5.582781791687012
GSM257527,0,0,7.783032417297363,-6.09036922454834
GSM257528,0,0,8.309830665588379,-6.557587623596191
GSM257660,0,0,7.392507553100586,-5.967652797698975
GSM257661,0,0,7.1134185791015625,-5.671847343444824
GSM257471,1,1,-4.988456726074219,7.4073286056518555
GSM259833,1,1,-5.5224199295043945,8.092336654663086
GSM259834,1,1,-7.508167743682861,10.920150756835938
GSM259835,1,1,-6.695495128631592,9.714311599731445
GSM260252,1,1,-6.8265204429626465,11.379555702209473
GSM260254,1,1,-6.893395900726318,11.471405029296875
GSM260255,1,1,-7.24652624130249,11.977286338806152
GSM260256,1,1,-7.285542964935303,12.066869735717773
GSM260257,1,1,-6.680837154388428,11.148397445678711
GSM260249,1,1,-6.7011542320251465,11.191163063049316
GSM260533,1,1,-8.88516616821289,10.552251815795898
GSM260534,1,1,-14.592830657958984,20.761552810668945
GSM260535,1,1,-7.9890265464782715,12.195504188537598
GSM260536,1,1,-10.184638977050781,17.064645767211914
GSM263934,0,0,19.204303741455078,-20.26291847229004
GSM263935,0,0,18.529977798461914,-19.300676345825195
GSM265494,0,0,8.006942749023438,-8.427093505859375
GSM265495,0,0,9.986906051635742,-11.179713249206543
GSM265496,0,0,13.410778045654297,-16.111366271972656
GSM265498,0,0,7.994116306304932,-8.295024871826172
GSM264755,0,0,27.327783584594727,-30.9233341217041
GSM264756,0,0,29.438215255737305,-33.518409729003906
GSM264757,0,0,28.015316009521484,-31.86005210876465
GSM264758,0,0,28.438980102539062,-32.3305778503418
GSM265052,0,0,15.44175910949707,-18.273406982421875
GSM265053,0,0,15.876180648803711,-18.750749588012695
GSM265055,0,0,14.753789901733398,-17.44192886352539
GSM265056,0,0,15.237960815429688,-18.109046936035156
GSM265057,0,0,15.801267623901367,-18.747020721435547
GSM265058,0,0,15.084749221801758,-18.019210815429688
GSM265059,0,0,15.363414764404297,-18.25808334350586
GSM265505,0,0,9.044063568115234,-7.673643589019775
GSM265507,0,0,10.937215805053711,-9.972163200378418
GSM265509,0,0,10.636194229125977,-9.681962966918945
GSM265510,0,0,10.25419807434082,-9.21152400970459
GSM265817,1,1,-11.565872192382812,15.477816581726074
GSM265818,1,1,-11.19131851196289,14.851116180419922
GSM265819,1,1,-11.821479797363281,15.704251289367676
GSM265820,1,1,-11.532835006713867,15.377497673034668
GSM266839,0,0,12.871664047241211,-15.5941743850708
GSM266841,0,0,13.936014175415039,-17.172460556030273
GSM266843,0,0,15.852560043334961,-20.033063888549805
GSM266845,0,0,9.851228713989258,-10.955320358276367
GSM266847,0,0,9.65488052368164,-11.03172779083252
GSM266849,0,0,14.833379745483398,-18.344812393188477
GSM266852,0,0,8.808735847473145,-9.41739273071289
GSM266853,0,0,14.267608642578125,-17.870832443237305
GSM297599,0,0,10.750057220458984,-12.638259887695312
GSM297601,0,0,12.120048522949219,-14.758904457092285
GSM297604,0,0,6.005561828613281,-4.117135047912598
GSM266912,1,1,-5.505184650421143,9.268248558044434
GSM266913,1,1,-4.622929096221924,8.134007453918457
GSM266915,1,1,-4.847672939300537,8.278693199157715
GSM266916,1,1,-5.437010288238525,9.168472290039062
GSM266917,1,1,-5.187558650970459,8.838723182678223
GSM266918,1,1,-5.44187593460083,9.103070259094238
GSM266919,1,1,-4.753871440887451,8.162006378173828
GSM266922,1,1,-5.522817134857178,9.32654857635498
GSM266923,1,1,-5.344368934631348,9.062516212463379
GSM267006,1,1,-6.404873371124268,9.258402824401855
GSM267007,1,1,-6.348341464996338,9.190973281860352
GSM267008,1,1,-6.799350261688232,9.690605163574219
GSM267010,1,1,-6.552571773529053,9.42378044128418
GSM267011,1,1,-6.718272686004639,9.589696884155273
GSM267012,1,1,-6.081648349761963,8.809883117675781
GSM267077,0,0,10.000444412231445,-10.779716491699219
GSM267078,0,0,9.963659286499023,-10.718807220458984
GSM267079,0,0,8.141292572021484,-8.522503852844238
GSM267080,0,0,7.606510639190674,-7.710396766662598
GSM267081,0,0,8.778562545776367,-9.484158515930176
GSM267082,0,0,8.913965225219727,-9.643610000610352
GSM267083,0,0,8.098552703857422,-8.796723365783691
GSM267084,0,0,8.05084228515625,-8.690171241760254
GSM269527,1,1,-5.427829265594482,7.741493225097656
GSM269529,1,1,-12.01038932800293,17.251514434814453
GSM269530,1,1,-12.616279602050781,17.916046142578125
GSM269531,1,1,-6.574587345123291,9.184499740600586
GSM269936,0,0,9.431192398071289,-8.51748275756836
GSM269938,0,0,10.90703010559082,-10.343229293823242
GSM269808,0,0,16.590991973876953,-20.47319221496582
GSM269810,0,0,17.46552276611328,-21.560714721679688
GSM269811,0,0,16.60660743713379,-20.527748107910156
GSM269834,0,0,15.635772705078125,-19.296762466430664
GSM269835,0,0,15.207441329956055,-18.69486427307129
GSM269933,0,0,15.306037902832031,-18.855377197265625
GSM269934,0,0,16.36963653564453,-19.97681999206543
GSM270525,1,1,-10.361440658569336,15.043971061706543
GSM270526,1,1,-9.952993392944336,14.601919174194336
GSM270527,1,1,-12.098352432250977,17.147451400756836
GSM270528,1,1,-12.51739501953125,17.771333694458008
GSM270529,1,1,-11.732229232788086,16.710845947265625
GSM270808,0,0,8.795724868774414,-7.599006175994873
GSM270809,0,0,6.570021152496338,-5.006219387054443
GSM270810,0,0,6.541853427886963,-4.733612537384033
GSM270781,1,1,-5.1054558753967285,7.657235145568848
GSM270784,1,1,-5.361891269683838,7.947968482971191
GSM270834,0,0,9.862543106079102,-8.983132362365723
GSM270835,0,0,8.856477737426758,-8.046131134033203
GSM270836,0,0,9.538751602172852,-8.664618492126465
GSM270837,0,0,11.238510131835938,-10.533524513244629
GSM270839,0,0,8.640457153320312,-7.778719902038574
GSM270840,0,0,9.264490127563477,-8.39883804321289
GSM270842,0,0,5.640817642211914,-4.434782981872559
GSM270843,0,0,4.8753743171691895,-3.5717697143554688
GSM270844,0,0,8.896513938903809,-8.181258201599121
GSM270815,1,1,-3.51536226272583,4.867332935333252
GSM270816,1,1,-3.740467071533203,5.264627456665039
GSM270817,1,1,-4.970573425292969,6.853278160095215
GSM270818,1,1,-4.399890422821045,6.0502095222473145
GSM270820,1,1,-5.514739036560059,7.581790924072266
GSM270821,1,1,-5.843636989593506,8.05691909790039
GSM270822,1,1,-2.7595553398132324,4.307171821594238
GSM270823,1,1,-5.564868450164795,7.542309761047363
GSM270824,1,1,-2.9910712242126465,4.369218826293945
GSM270825,1,1,-5.640652179718018,7.70651912689209
GSM270826,1,1,-6.822690486907959,9.41605281829834
GSM270828,1,1,-4.991700649261475,7.014998435974121
GSM270829,1,1,-5.891232967376709,8.06686782836914
GSM270831,1,1,-6.185250759124756,8.513886451721191
GSM270832,1,1,-5.414872646331787,7.472207069396973
GSM270833,1,1,-5.594928741455078,7.7121429443359375
GSM271334,1,1,-2.1867594718933105,4.08258056640625
GSM271335,1,1,-2.1676645278930664,4.111382484436035
GSM271336,1,1,-1.6777467727661133,3.5618722438812256
GSM271337,1,1,-1.6715800762176514,3.474970579147339
GSM271338,1,1,-1.3882355690002441,3.3298346996307373
GSM271339,1,1,-2.41741943359375,4.246051788330078
GSM271340,1,1,-1.8027148246765137,3.617981195449829
GSM271341,1,1,-1.879786491394043,3.6743996143341064
GSM271847,0,0,16.80390167236328,-16.829116821289062
GSM271848,0,0,16.169939041137695,-16.047372817993164
GSM271849,0,0,16.450239181518555,-16.39502716064453
GSM271865,0,0,14.291763305664062,-13.764594078063965
GSM271867,0,0,17.038015365600586,-17.16716766357422
GSM271868,0,0,17.83434295654297,-18.08892250061035
GSM272418,0,0,8.040695190429688,-6.9522528648376465
GSM272419,0,0,8.22471809387207,-7.217624187469482
GSM272770,0,0,9.74337100982666,-10.331917762756348
GSM272771,0,0,8.342399597167969,-8.163629531860352
GSM272772,0,0,7.737565517425537,-7.032345771789551
GSM272754,1,1,-8.67236328125,14.378888130187988
GSM272757,1,1,-9.713750839233398,15.489365577697754
GSM272758,1,1,-8.81429672241211,14.492314338684082
GSM272759,1,1,-9.09065055847168,14.445216178894043
GSM272760,1,1,-11.518526077270508,18.196992874145508
GSM272761,1,1,-11.379880905151367,18.05912971496582
GSM272762,1,1,-9.394800186157227,15.469923973083496
GSM272763,1,1,-8.274772644042969,14.292770385742188
GSM272764,1,1,-7.621119976043701,11.83862018585205
GSM272765,1,1,-10.308151245117188,16.53984260559082
GSM272766,1,1,-8.819133758544922,14.671066284179688
GSM272767,1,1,-6.974118709564209,12.545281410217285
GSM272769,1,1,-8.829338073730469,14.002924919128418
GSM272914,0,0,11.620796203613281,-13.46100902557373
GSM272915,0,0,8.290817260742188,-9.371299743652344
GSM272916,0,0,13.695640563964844,-16.681547164916992
GSM272917,0,0,11.316377639770508,-13.549515724182129
GSM272918,0,0,11.774669647216797,-13.391606330871582
GSM272919,0,0,9.214523315429688,-10.050418853759766
GSM272920,0,0,9.410837173461914,-10.717452049255371
GSM272994,0,0,13.521247863769531,-12.975619316101074
GSM273007,0,0,13.845809936523438,-13.268733024597168
GSM273008,0,0,14.338388442993164,-13.928098678588867
GSM273009,0,0,15.250925064086914,-15.11118221282959
GSM273012,0,0,15.967660903930664,-15.963593482971191
GSM273014,0,0,15.153680801391602,-14.84212875366211
GSM273221,0,0,10.814525604248047,-9.64129638671875
GSM273227,0,0,11.689815521240234,-10.549163818359375
GSM273229,0,0,10.392553329467773,-9.285767555236816
GSM273230,0,0,9.519783020019531,-8.292295455932617
GSM273231,0,0,9.03641128540039,-7.729397296905518
GSM273232,0,0,8.679207801818848,-7.384509563446045
GSM273233,0,0,10.691812515258789,-9.673054695129395
GSM273234,0,0,9.149677276611328,-7.918215751647949
GSM273235,0,0,7.407493591308594,-5.720331192016602
GSM273236,0,0,8.499202728271484,-7.056402206420898
GSM273269,0,0,6.682363986968994,-4.823885440826416
GSM273270,0,0,9.902240753173828,-8.776281356811523
GSM273515,0,0,11.296514511108398,-10.203250885009766
GSM273516,0,0,10.749969482421875,-9.63538932800293
GSM274607,1,1,-11.79364013671875,18.239856719970703
