"Approved.Symbol","Ensembl.ID.supplied.by.Ensembl.","index"
"PCIF1","ENSG00000100982",2417
"GSS","ENSG00000100983",2418
"MMP9","ENSG00000100985",2419
"VSX1","ENSG00000100987",2420
"TRPC4AP","ENSG00000100991",2421
"PYGB","ENSG00000100994",2422
"ABHD12","ENSG00000100997",2423
"PROCR","ENSG00000101000",2424
"GINS1","ENSG00000101003",2425
"NINL","ENSG00000101004",2426
"CD40","ENSG00000101017",2427
"UQCC1","ENSG00000101019",2428
"ZMYND8","ENSG00000101040",2429
"SGK2","ENSG00000101049",2430
"IFT52","ENSG00000101052",2431
"MYBL2","ENSG00000101057",2432
"R3HDML","ENSG00000101074",2433
"HNF4A","ENSG00000101076",2434
"NDRG3","ENSG00000101079",2435
"SLA2","ENSG00000101082",2436
"C20orf24","ENSG00000101084",2437
"NFATC2","ENSG00000101096",2438
"RIMS4","ENSG00000101098",2439
"PABPC1L","ENSG00000101104",2440
"STK4","ENSG00000101109",2441
"SALL4","ENSG00000101115",2442
"ADNP","ENSG00000101126",2443
"PFDN4","ENSG00000101132",2444
"DOK5","ENSG00000101134",2445
"CSTF1","ENSG00000101138",2446
"BMP7","ENSG00000101144",2447
"RAE1","ENSG00000101146",2448
"TPD52L2","ENSG00000101150",2449
"DNAJC5","ENSG00000101152",2450
"NELFCD","ENSG00000101158",2451
"CTSZ","ENSG00000101160",2452
"PRPF6","ENSG00000101161",2453
"TUBB1","ENSG00000101162",2454
"PRELID3B","ENSG00000101166",2455
"HRH3","ENSG00000101180",2456
"MTG2","ENSG00000101181",2457
"PSMA7","ENSG00000101182",2458
"SLCO4A1","ENSG00000101187",2459
"NTSR1","ENSG00000101188",2460
"MRGBP","ENSG00000101189",2461
"TCFL5","ENSG00000101190",2462
"DIDO1","ENSG00000101191",2463
"GID8","ENSG00000101193",2464
"SLC17A9","ENSG00000101194",2465
"BIRC7","ENSG00000101197",2466
"NKAIN4","ENSG00000101198",2467
"ARFGAP1","ENSG00000101199",2468
"AVP","ENSG00000101200",2469
"COL20A1","ENSG00000101203",2470
"CHRNA4","ENSG00000101204",2471
"EEF1A2","ENSG00000101210",2472
"PTK6","ENSG00000101213",2473
"GMEB2","ENSG00000101216",2474
"C20orf27","ENSG00000101220",2475
"SPEF1","ENSG00000101222",2476
"CDC25B","ENSG00000101224",2477
"ISM1","ENSG00000101230",2478
"RNF24","ENSG00000101236",2479
"ARFRP1","ENSG00000101246",2480
"NDUFAF5","ENSG00000101247",2481
"SEL1L2","ENSG00000101251",2482
"TRIB3","ENSG00000101255",2483
"RASSF2","ENSG00000101265",2484
"CSNK2A1","ENSG00000101266",2485
"SLC52A3","ENSG00000101276",2486
"ANGPT4","ENSG00000101280",2488
"RSPO4","ENSG00000101282",2489
"CDS2","ENSG00000101290",2490
"PROKR2","ENSG00000101292",2491
"HM13","ENSG00000101294",2492
"SNPH","ENSG00000101298",2493
"MYLK2","ENSG00000101306",2494
"SIRPB1","ENSG00000101307",2495
"SEC23B","ENSG00000101310",2496
"FERMT1","ENSG00000101311",2497
"HAO1","ENSG00000101323",2498
"PDYN","ENSG00000101327",2499
"CCM2L","ENSG00000101331",2500
"PLCB4","ENSG00000101333",2501
"MYL9","ENSG00000101335",2502
"HCK","ENSG00000101336",2503
"TM9SF4","ENSG00000101337",2504
"TLDC2","ENSG00000101342",2505
"CRNKL1","ENSG00000101343",2506
"POFUT1","ENSG00000101346",2507
"SAMHD1","ENSG00000101347",2508
"PAK5","ENSG00000101349",2509
"KIF3B","ENSG00000101350",2510
"MROH8","ENSG00000101353",2511
"NOP56","ENSG00000101361",2512
"MANBAL","ENSG00000101363",2513
"IDH3B","ENSG00000101365",2514
"MAPRE1","ENSG00000101367",2515
"JAG1","ENSG00000101384",2516
"CDK5RAP1","ENSG00000101391",2517
"SNTA1","ENSG00000101400",2518
"OXT","ENSG00000101405",2519
"TTI1","ENSG00000101407",2520
"E2F1","ENSG00000101412",2521
"RPRD1B","ENSG00000101413",2522
"PXMP4","ENSG00000101417",2523
"CHMP4B","ENSG00000101421",2524
"BPI","ENSG00000101425",2525
"CST9L","ENSG00000101435",2526
"SLC32A1","ENSG00000101438",2527
"CST3","ENSG00000101439",2528
"ASIP","ENSG00000101440",2529
"CST4","ENSG00000101441",2530
"ACTR5","ENSG00000101442",2531
"WFDC2","ENSG00000101443",2532
"AHCY","ENSG00000101444",2533
"PPP1R16B","ENSG00000101445",2534
"SPINT3","ENSG00000101446",2535
"FAM83D","ENSG00000101447",2536
"EPPIN","ENSG00000101448",2537
"DHX35","ENSG00000101452",2538
"DNTTIP1","ENSG00000101457",2539
"MAP1LC3A","ENSG00000101460",2540
"SYNDIG1","ENSG00000101463",2541
"PIGU","ENSG00000101464",2542
"TNNC2","ENSG00000101470",2543
"ACOT8","ENSG00000101473",2544
"APMAP","ENSG00000101474",2545
"CELF4","ENSG00000101489",2546
"ZNF516","ENSG00000101493",2547
"CDH20","ENSG00000101542",2548
"ADNP2","ENSG00000101544",2549
"RBFA","ENSG00000101546",2550
"USP14","ENSG00000101557",2551
"VAPA","ENSG00000101558",2552
"METTL4","ENSG00000101574",2553
"LPIN2","ENSG00000101577",2554
"SMCHD1","ENSG00000101596",2555
"MYOM1","ENSG00000101605",2556
"MYL12A","ENSG00000101608",2557
"CEP76","ENSG00000101624",2558
"ST8SIA5","ENSG00000101638",2559
"CEP192","ENSG00000101639",2560
"RNMT","ENSG00000101654",2561
"SMAD7","ENSG00000101665",2562
"LIPG","ENSG00000101670",2563
"LAMA1","ENSG00000101680",2564
"RNF125","ENSG00000101695",2565
"ANKRD12","ENSG00000101745",2566
"NOL4","ENSG00000101746",2567
"POLI","ENSG00000101751",2568
"MIB1","ENSG00000101752",2569
"RBBP8","ENSG00000101773",2570
"RIOK3","ENSG00000101782",2571
"CSTF2","ENSG00000101811",2572
"H2BFM","ENSG00000101812",2573
"MXRA5","ENSG00000101825",2574
"VSIG1","ENSG00000101842",2575
"PSMD10","ENSG00000101843",2576
"ATG4A","ENSG00000101844",2577
"STS","ENSG00000101846",2578
"TBL1X","ENSG00000101849",2579
"GPR143","ENSG00000101850",2580
"PGRMC1","ENSG00000101856",2581
"POLA1","ENSG00000101868",2582
"MID1","ENSG00000101871",2583
"NKAP","ENSG00000101882",2584
"RHOXF1","ENSG00000101883",2585
"NXT2","ENSG00000101888",2586
"GUCY2F","ENSG00000101890",2587
"ATP1B4","ENSG00000101892",2588
"ALG13","ENSG00000101901",2590
"PRPS2","ENSG00000101911",2591
"TLR8","ENSG00000101916",2592
"MOSPD1","ENSG00000101928",2593
"AMMECR1","ENSG00000101935",2594
"CHRDL1","ENSG00000101938",2595
"WDR13","ENSG00000101940",2596
"SUV39H1","ENSG00000101945",2597
"PAGE4","ENSG00000101951",2598
"SRPX","ENSG00000101955",2599
"GLRA2","ENSG00000101958",2600
"XIAP","ENSG00000101966",2601
"STAG2","ENSG00000101972",2602
"ATP11C","ENSG00000101974",2603
"MCF2","ENSG00000101977",2604
"F9","ENSG00000101981",2605
"ABCD1","ENSG00000101986",2606
"CCDC22","ENSG00000101997",2607
"CACNA1F","ENSG00000102001",2608
"SYP","ENSG00000102003",2609
"PLP2","ENSG00000102007",2610
"BMX","ENSG00000102010",2611
"LUZP4","ENSG00000102021",2612
"PLS3","ENSG00000102024",2613
"NAA10","ENSG00000102030",2614
"RENBP","ENSG00000102032",2615
"ELF4","ENSG00000102034",2616
"SMARCA1","ENSG00000102038",2617
"MTMR8","ENSG00000102043",2618
"ASB9","ENSG00000102048",2619
"ZC3H12B","ENSG00000102053",2620
"RBBP7","ENSG00000102054",2621
"PPP1R2C","ENSG00000102055",2622
"KCND1","ENSG00000102057",2623
"OPN1LW","ENSG00000102076",2624
"SLC25A14","ENSG00000102078",2625
"FMR1","ENSG00000102081",2626
"PIM2","ENSG00000102096",2627
"SCML2","ENSG00000102098",2628
"SLC35A2","ENSG00000102100",2629
"PQBP1","ENSG00000102103",2630
"RS1","ENSG00000102104",2631
"PCSK1N","ENSG00000102109",2632
"EMD","ENSG00000102119",2633
"TAZ","ENSG00000102125",2634
"RAB40AL","ENSG00000102128",2635
"PGK1","ENSG00000102144",2636
"GATA1","ENSG00000102145",2637
"MAGT1","ENSG00000102158",2638
"SMS","ENSG00000102172",2639
"PHEX","ENSG00000102174",2640
"UBL4A","ENSG00000102178",2641
"CD99L2","ENSG00000102181",2642
"EEA1","ENSG00000102189",2643
"GPR50","ENSG00000102195",2644
"RP2","ENSG00000102218",2645
"JADE3","ENSG00000102221",2646
"CDK16","ENSG00000102225",2647
"USP11","ENSG00000102226",2648
"PCYT1B","ENSG00000102230",2649
"BRS3","ENSG00000102239",2650
"HTATSF1","ENSG00000102241",2651
"VGLL1","ENSG00000102243",2652
"CD40LG","ENSG00000102245",2653
"TIMP1","ENSG00000102265",2654
"KLHL4","ENSG00000102271",2655
"GABRE","ENSG00000102287",2656
"PCDH11X","ENSG00000102290",2657
"FGD1","ENSG00000102302",2658
"PIN4","ENSG00000102309",2659
"PORCN","ENSG00000102312",2660
"ITIH6","ENSG00000102313",2661
"MAGED2","ENSG00000102316",2662
"RBM3","ENSG00000102317",2663
"KLF8","ENSG00000102349",2664
"SRPX2","ENSG00000102359",2665
"SYTL4","ENSG00000102362",2666
"ZDHHC15","ENSG00000102383",2667
"CENPI","ENSG00000102384",2668
"DRP2","ENSG00000102385",2669
"TAF7L","ENSG00000102387",2670
"PBDC1","ENSG00000102390",2671
"GLA","ENSG00000102393",2672
"ARMCX3","ENSG00000102401",2673
"BEX4","ENSG00000102409",2674
"RUBCNL","ENSG00000102445",2675
"NALCN","ENSG00000102452",2676
"FGF14","ENSG00000102466",2677
"HTR2A","ENSG00000102468",2678
"NDFIP2","ENSG00000102471",2679
"TNFSF13B","ENSG00000102524",2680
"FNDC3A","ENSG00000102531",2681
"MLNR","ENSG00000102539",2682
"CDADC1","ENSG00000102543",2683
"CAB39L","ENSG00000102547",2684
"KLF5","ENSG00000102554",2685
"STK24","ENSG00000102572",2686
"ACP5","ENSG00000102575",2687
"DNAJC3","ENSG00000102580",2688
"UGGT2","ENSG00000102595",2689
"ARHGEF7","ENSG00000102606",2690
"FGF9","ENSG00000102678",2691
"SGCG","ENSG00000102683",2692
"PARP4","ENSG00000102699",2693
"SUPT20H","ENSG00000102710",2694
"MRPS31","ENSG00000102738",2695
"SLC25A15","ENSG00000102743",2696
"KPNA3","ENSG00000102753",2697
"FLT1","ENSG00000102755",2698
"RGCC","ENSG00000102760",2699
"VWA8","ENSG00000102763",2700
"DGKH","ENSG00000102780",2701
"KATNAL1","ENSG00000102781",2702
"INTS6","ENSG00000102786",2703
"ACOD1","ENSG00000102794",2704
"DHRS12","ENSG00000102796",2705
"MEDAG","ENSG00000102802",2706
"TSC22D1","ENSG00000102804",2707
"CLN5","ENSG00000102805",2708
"OLFM4","ENSG00000102837",2709
"MSLN","ENSG00000102854",2710
"MGRN1","ENSG00000102858",2711
"ZNF629","ENSG00000102870",2712
"TRADD","ENSG00000102871",2713
"HSF4","ENSG00000102878",2714
"CORO1A","ENSG00000102879",2715
"MAPK3","ENSG00000102882",2716
"GDPD3","ENSG00000102886",2717
"ELMO3","ENSG00000102890",2718
"MT4","ENSG00000102891",2719
"PHKB","ENSG00000102893",2720
"LYRM1","ENSG00000102897",2721
"NUTF2","ENSG00000102898",2722
"NUP93","ENSG00000102900",2723
"CENPT","ENSG00000102901",2724
"TSNAXIP1","ENSG00000102904",2725
"NFAT5","ENSG00000102908",2726
"LONP2","ENSG00000102910",2727
"N4BP1","ENSG00000102921",2728
"CBLN1","ENSG00000102924",2729
"ARL2BP","ENSG00000102931",2730
"PLLP","ENSG00000102934",2731
"ZNF423","ENSG00000102935",2732
"CCL22","ENSG00000102962",2733
"DHODH","ENSG00000102967",2734
"CCL17","ENSG00000102970",2735
"CTCF","ENSG00000102974",2736
"ACD","ENSG00000102977",2737
"POLR2C","ENSG00000102978",2738
"PARD6A","ENSG00000102981",2739
"ZNF821","ENSG00000102984",2740
"MMP15","ENSG00000102996",2741
"USB1","ENSG00000103005",2742
"CYB5B","ENSG00000103018",2743
"CCDC113","ENSG00000103021",2744
"PRSS54","ENSG00000103023",2745
"NME3","ENSG00000103024",2746
"NDRG4","ENSG00000103034",2747
"PSMD7","ENSG00000103035",2748
"SETD6","ENSG00000103037",2749
"SLC38A7","ENSG00000103042",2750
"VAC14","ENSG00000103043",2751
"HAS3","ENSG00000103044",2752
"TANGO6","ENSG00000103047",2753
"COG4","ENSG00000103051",2754
"SMPD3","ENSG00000103056",2755
"SLC7A6OS","ENSG00000103061",2756
"SLC7A6","ENSG00000103064",2757
"PLA2G15","ENSG00000103066",2758
"ESRP2","ENSG00000103067",2759
"FA2H","ENSG00000103089",2760
"WDR59","ENSG00000103091",2761
"MON1B","ENSG00000103111",2762
"CMC2","ENSG00000103121",2763
"AXIN1","ENSG00000103126",2764
"HCFC1R1","ENSG00000103145",2765
"NPRL3","ENSG00000103148",2766
"MLYCD","ENSG00000103150",2767
"MPG","ENSG00000103152",2768
"NECAB2","ENSG00000103154",2769
"HSDL1","ENSG00000103160",2770
"TAF1C","ENSG00000103168",2771
"NAGPA","ENSG00000103174",2772
"WFDC1","ENSG00000103175",2773
"SEC14L5","ENSG00000103184",2774
"COTL1","ENSG00000103187",2775
"USP10","ENSG00000103194",2776
"CRISPLD2","ENSG00000103196",2777
"TSC2","ENSG00000103197",2778
"ZNF500","ENSG00000103199",2779
"NME4","ENSG00000103202",2781
"ABCC1","ENSG00000103222",2782
"NOMO3","ENSG00000103226",2783
"LMF1","ENSG00000103227",2784
"FOXF1","ENSG00000103241",2785
"NARFL","ENSG00000103245",2786
"MTHFSD","ENSG00000103248",2787
"CLCN7","ENSG00000103249",2788
"HAGHL","ENSG00000103253",2789
"FAM173A","ENSG00000103254",2790
"SLC7A5","ENSG00000103257",2791
"METRN","ENSG00000103260",2792
"FBXO31","ENSG00000103264",2793
"STUB1","ENSG00000103266",2794
"RHBDL1","ENSG00000103269",2795
"NUBP1","ENSG00000103274",2796
"UBE2I","ENSG00000103275",2797
"ZP2","ENSG00000103310",2798
"MEFV","ENSG00000103313",2799
"CRYM","ENSG00000103316",2800
"EEF2K","ENSG00000103319",2801
"CAPN15","ENSG00000103326",2802
"PIEZO1","ENSG00000103335",2803
"GSPT1","ENSG00000103342",2804
"ZNF174","ENSG00000103343",2805
"CLUAP1","ENSG00000103351",2806
"UBFD1","ENSG00000103353",2807
"PRSS33","ENSG00000103355",2808
"EARS2","ENSG00000103356",2809
"ELOB","ENSG00000103363",2810
"GGA2","ENSG00000103365",2811
"AQP8","ENSG00000103375",2812
"CPPED1","ENSG00000103381",2813
"USP31","ENSG00000103404",2814
"HMOX2","ENSG00000103415",2815
"DNAJA3","ENSG00000103423",2816
"BFAR","ENSG00000103429",2818
"SALL1","ENSG00000103449",2819
"TOX3","ENSG00000103460",2820
"RBL2","ENSG00000103479",2822
"QPRT","ENSG00000103485",2823
"XYLT1","ENSG00000103489",2824
"PYCARD","ENSG00000103490",2825
"RPGRIP1L","ENSG00000103494",2826
"MAZ","ENSG00000103495",2827
"STX4","ENSG00000103496",2828
"CDIPT","ENSG00000103502",2829
"BCKDK","ENSG00000103507",2830
"KAT8","ENSG00000103510",2831
"NOMO1","ENSG00000103512",2832
"IL21R","ENSG00000103522",2833
"SYT17","ENSG00000103528",2834
"TMC5","ENSG00000103534",2835
"CCP110","ENSG00000103540",2836
"VPS35L","ENSG00000103544",2837
"SLC6A2","ENSG00000103546",2838
"RNF40","ENSG00000103549",2839
"KNOP1","ENSG00000103550",2840
"AQP9","ENSG00000103569",2841
"AAGAB","ENSG00000103591",2842
"IQCH","ENSG00000103599",2843
"LACTB","ENSG00000103642",2844
"CORO2B","ENSG00000103647",2845
"CSK","ENSG00000103653",2846
"HERC1","ENSG00000103657",2847
"TRIP4","ENSG00000103671",2848
"MTFMT","ENSG00000103707",2849
"RASL12","ENSG00000103710",2850
"AP3B2","ENSG00000103723",2851
"ACSBG1","ENSG00000103740",2852
"IGDCC4","ENSG00000103742",2853
"RAB11A","ENSG00000103769",2854
"CTSH","ENSG00000103811",2855
"TTC23","ENSG00000103852",2857
"CD276","ENSG00000103855",2858
"FAH","ENSG00000103876",2859
"CEMIP","ENSG00000103888",2860
"RPAP1","ENSG00000103932",2861
"HOMER2","ENSG00000103942",2862
"EHD4","ENSG00000103966",2863
"TMEM87A","ENSG00000103978",2864
"ZNF106","ENSG00000103994",2865
"CEP152","ENSG00000103995",2866
"ATP8B4","ENSG00000104043",2867
"OCA2","ENSG00000104044",2868
"DTWD1","ENSG00000104047",2869
"TGM5","ENSG00000104055",2870
"FAM189A1","ENSG00000104059",2871
"GABPB1","ENSG00000104064",2872
"TJP1","ENSG00000104067",2873
"BMF","ENSG00000104081",2874
"DMXL2","ENSG00000104093",2875
"SCG3","ENSG00000104112",2876
"DNAJC17","ENSG00000104129",2877
"EIF3J","ENSG00000104131",2878
"SPG11","ENSG00000104133",2879
"RHOV","ENSG00000104140",2880
"VPS18","ENSG00000104142",2881
"OIP5","ENSG00000104147",2882
"SLC30A4","ENSG00000104154",2883
"BLOC1S6","ENSG00000104164",2884
"MYEF2","ENSG00000104177",2885
"SGK3","ENSG00000104205",2886
"PDGFRL","ENSG00000104213",2887
"CSPP1","ENSG00000104218",2888
"ZDHHC2","ENSG00000104219",2889
"BRF2","ENSG00000104221",2890
"TRIM35","ENSG00000104228",2891
"ZFAND1","ENSG00000104231",2892
"RP1","ENSG00000104237",2893
"CA2","ENSG00000104267",2894
"FZD3","ENSG00000104290",2895
"INTS9","ENSG00000104299",2896
"RIPK2","ENSG00000104312",2897
"EYA1","ENSG00000104313",2898
"NBN","ENSG00000104320",2899
"TRPA1","ENSG00000104321",2900
"CPQ","ENSG00000104324",2901
"DECR1","ENSG00000104325",2902
"CALB1","ENSG00000104327",2903
"IMPAD1","ENSG00000104331",2904
"SFRP1","ENSG00000104332",2905
"LAPTM4B","ENSG00000104341",2906
"UBE2W","ENSG00000104343",2907
"POP1","ENSG00000104356",2908
"NIPAL2","ENSG00000104361",2909
"IKBKB","ENSG00000104365",2910
"PLAT","ENSG00000104368",2911
"JPH1","ENSG00000104369",2912
"DKK4","ENSG00000104371",2913
"STK3","ENSG00000104375",2914
"GDAP1","ENSG00000104381",2915
"RAB2A","ENSG00000104388",2916
"EIF3E","ENSG00000104408",2917
"EMC2","ENSG00000104412",2918
"ESRP1","ENSG00000104413",2919
"WISP1","ENSG00000104415",2920
"NDRG1","ENSG00000104419",2921
"ZC2HC1A","ENSG00000104427",2922
"IL7","ENSG00000104432",2923
"STMN2","ENSG00000104435",2924
"ARMC1","ENSG00000104442",2925
"TRPS1","ENSG00000104447",2926
"SPAG1","ENSG00000104450",2927
"CHRAC1","ENSG00000104472",2928
"NCALD","ENSG00000104490",2929
"SNX16","ENSG00000104497",2930
"GML","ENSG00000104499",2931
"UBR5","ENSG00000104517",2932
"GSDMD","ENSG00000104518",2933
"TSTA3","ENSG00000104522",2934
"PYCR3","ENSG00000104524",2935
"EEF1D","ENSG00000104529",2936
"ANXA13","ENSG00000104537",2937
"SQLE","ENSG00000104549",2938
"SH2D4A","ENSG00000104611",2939
"INTS10","ENSG00000104613",2940
"ERI1","ENSG00000104626",2941
"SLC39A14","ENSG00000104635",2942
"MTMR9","ENSG00000104643",2943
"LEPROTL1","ENSG00000104660",2944
"DCTN6","ENSG00000104671",2945
"R3HCC1","ENSG00000104679",2946
"GSR","ENSG00000104687",2947
"TNFRSF10A","ENSG00000104689",2948
"UBXN8","ENSG00000104691",2949
"PPP2CB","ENSG00000104695",2950
"ERICH1","ENSG00000104714",2951
"NEFM","ENSG00000104722",2952
"TUSC3","ENSG00000104723",2953
"ARHGEF10","ENSG00000104728",2954
"KLHDC4","ENSG00000104731",2955
"MCM4","ENSG00000104738",2956
"ADAM2","ENSG00000104755",2957
"KCTD9","ENSG00000104756",2958
"FGL1","ENSG00000104760",2959
"ASAH1","ENSG00000104763",2960
"BNIP3L","ENSG00000104765",2961
"MAN2B1","ENSG00000104774",2962
"KCNN4","ENSG00000104783",2963
"TULP2","ENSG00000104804",2964
"NUCB1","ENSG00000104805",2965
"DHDH","ENSG00000104808",2966
"GYS1","ENSG00000104812",2967
"MAP4K1","ENSG00000104814",2968
"CGB2","ENSG00000104818",2969
"ECH1","ENSG00000104823",2970
"HNRNPL","ENSG00000104824",2971
"NFKBIB","ENSG00000104825",2972
"LHB","ENSG00000104826",2973
"CGB3","ENSG00000104827",2974
"TUBB4A","ENSG00000104833",2975
"SARS2","ENSG00000104835",2976
"KCNA7","ENSG00000104848",2977
"SNRNP70","ENSG00000104852",2978
"CLPTM1","ENSG00000104853",2979
"RELB","ENSG00000104856",2980
"CLASRP","ENSG00000104859",2981
"LIN7B","ENSG00000104863",2982
"PPP1R37","ENSG00000104866",2983
"FCGRT","ENSG00000104870",2984
"PIH1D1","ENSG00000104872",2985
"CKM","ENSG00000104879",2986
"ARHGEF18","ENSG00000104880",2987
"PPP1R13L","ENSG00000104881",2988
"PEX11G","ENSG00000104883",2989
"ERCC2","ENSG00000104884",2990
"DOT1L","ENSG00000104885",2991
"PLEKHJ1","ENSG00000104886",2992
"SLC17A7","ENSG00000104888",2993
"RNASEH2A","ENSG00000104889",2994
"KLC3","ENSG00000104892",2995
"CD37","ENSG00000104894",2996
"SF3A2","ENSG00000104897",2997
"AMH","ENSG00000104899",2998
"DKKL1","ENSG00000104901",2999
"LYL1","ENSG00000104903",3000
"OAZ1","ENSG00000104904",3001
"TRMT1","ENSG00000104907",3002
"STX10","ENSG00000104915",3003
"RETN","ENSG00000104918",3004
"FCER2","ENSG00000104921",3005
"DMPK","ENSG00000104936",3006
"CLEC4M","ENSG00000104938",3007
"RSPH6A","ENSG00000104941",3008
"TBC1D17","ENSG00000104946",3009
"IL4I1","ENSG00000104951",3010
"TLE6","ENSG00000104953",3011
"CCDC130","ENSG00000104957",3012
"PTOV1","ENSG00000104960",3013
"AES","ENSG00000104964",3014
"NOVA2","ENSG00000104967",3015
"SGTA","ENSG00000104969",3016
"LILRB1","ENSG00000104972",3018
"MED25","ENSG00000104973",3019
"LILRA1","ENSG00000104974",3020
"SNAPC2","ENSG00000104976",3021
"C19orf53","ENSG00000104979",3022
"TIMM44","ENSG00000104980",3023
"CCDC61","ENSG00000104983",3024
"IL27RA","ENSG00000104998",3025
"ASF1B","ENSG00000105011",3026
"TNNT1","ENSG00000105048",3027
"VRK3","ENSG00000105053",3028
"FAM32A","ENSG00000105058",3029
"PPP6R1","ENSG00000105063",3030
"C19orf44","ENSG00000105072",3031
"MED26","ENSG00000105085",3032
"OLFM2","ENSG00000105088",3033
"RASAL3","ENSG00000105122",3034
"AKAP8","ENSG00000105127",3035
"EPHX3","ENSG00000105131",3036
"ILVBL","ENSG00000105135",3037
"ZNF419","ENSG00000105136",3038
"SYDE1","ENSG00000105137",3039
"CASP14","ENSG00000105141",3040
"SLC1A6","ENSG00000105143",3041
"AURKC","ENSG00000105146",3042
"POP4","ENSG00000105171",3043
"CCNE1","ENSG00000105173",3044
"URI1","ENSG00000105176",3045
"PDCD5","ENSG00000105185",3046
"ANKRD27","ENSG00000105186",3047
"RPS16","ENSG00000105193",3048
"TIMM50","ENSG00000105197",3049
"LGALS13","ENSG00000105198",3050
"FBL","ENSG00000105202",3051
"DYRK1B","ENSG00000105204",3052
"CLC","ENSG00000105205",3053
"CNTD2","ENSG00000105219",3054
"GPI","ENSG00000105220",3055
"AKT2","ENSG00000105221",3056
"PLD3","ENSG00000105223",3057
"PRX","ENSG00000105227",3058
"PIAS4","ENSG00000105229",3059
"NUMBL","ENSG00000105245",3060
"EBI3","ENSG00000105246",3061
"CCDC94","ENSG00000105248",3062
"SHD","ENSG00000105251",3063
"TBCB","ENSG00000105254",3064
"FSD1","ENSG00000105255",3065
"POLR2I","ENSG00000105258",3066
"OVOL3","ENSG00000105261",3067
"CLIP3","ENSG00000105270",3068
"ZFR2","ENSG00000105278",3069
"SLC1A5","ENSG00000105281",3070
"PRKD2","ENSG00000105287",3071
"TJP3","ENSG00000105289",3072
"APLP1","ENSG00000105290",3073
"CACTIN","ENSG00000105298",3074
"CCDC9","ENSG00000105321",3075
"HNRNPUL1","ENSG00000105323",3076
"FZR1","ENSG00000105325",3077
"BBC3","ENSG00000105327",3078
"TGFB1","ENSG00000105329",3079
"DENND3","ENSG00000105339",3080
"DMAC2","ENSG00000105341",3081
"CEACAM4","ENSG00000105352",3082
"PLIN3","ENSG00000105355",3083
"MYH14","ENSG00000105357",3084
"MRPL4","ENSG00000105364",3085
"SIGLEC8","ENSG00000105366",3086
"CD79A","ENSG00000105369",3087
"LIM2","ENSG00000105370",3088
"ICAM4","ENSG00000105371",3089
"RPS19","ENSG00000105372",3090
"NOP53","ENSG00000105373",3091
"NKG7","ENSG00000105374",3092
"ICAM5","ENSG00000105376",3093
"ETFB","ENSG00000105379",3094
"CD33","ENSG00000105383",3095
"CEACAM5","ENSG00000105388",3096
"CRX","ENSG00000105392",3097
"BABAM1","ENSG00000105393",3098
"TYK2","ENSG00000105397",3099
"SULT2A1","ENSG00000105398",3100
"CDC37","ENSG00000105401",3101
"NAPA","ENSG00000105402",3102
"RABAC1","ENSG00000105404",3103
"ATP1A3","ENSG00000105409",3104
"MEIS3","ENSG00000105419",3105
"PTPRS","ENSG00000105426",3106
"CNFN","ENSG00000105427",3107
"ZNRF4","ENSG00000105428",3108
"MEGF8","ENSG00000105429",3109
"KDELR1","ENSG00000105438",3110
"CYTH2","ENSG00000105443",3111
"GRWD1","ENSG00000105447",3112
"GRIN2D","ENSG00000105464",3113
"SYNGR4","ENSG00000105467",3114
"CLEC11A","ENSG00000105472",3115
"CCDC114","ENSG00000105479",3116
"CARD8","ENSG00000105483",3117
"LIG1","ENSG00000105486",3118
"SIGLEC6","ENSG00000105492",3119
"ZNF175","ENSG00000105497",3120
"PLA2G4C","ENSG00000105499",3121
"SIGLEC5","ENSG00000105501",3122
"CABP5","ENSG00000105507",3123
"HAS1","ENSG00000105509",3124
"RAB3D","ENSG00000105514",3125
"DBP","ENSG00000105516",3126
"TMEM205","ENSG00000105518",3127
"CAPS","ENSG00000105519",3128
"PLPPR2","ENSG00000105520",3129
"FAM83E","ENSG00000105523",3130
"RASIP1","ENSG00000105538",3131
"THEG","ENSG00000105549",3132
"FGF21","ENSG00000105550",3133
"BCAT2","ENSG00000105552",3134
"MIER2","ENSG00000105556",3135
"PLEKHA4","ENSG00000105559",3136
"PPP2R1A","ENSG00000105568",3137
"TNPO2","ENSG00000105576",3138
"WDR83OS","ENSG00000105583",3139
"CACNG7","ENSG00000105605",3140
"GCDH","ENSG00000105607",3141
"LILRB5","ENSG00000105609",3142
"KLF1","ENSG00000105610",3143
"DNASE2","ENSG00000105612",3144
"MAST1","ENSG00000105613",3145
"LENG1","ENSG00000105617",3146
"PRPF31","ENSG00000105618",3147
"TFPT","ENSG00000105619",3148
"JAK3","ENSG00000105639",3149
"RPL18A","ENSG00000105640",3150
"SLC5A5","ENSG00000105641",3151
"KCNN1","ENSG00000105642",3152
"ARRDC2","ENSG00000105643",3153
"PIK3R2","ENSG00000105647",3154
"RAB3A","ENSG00000105649",3155
"PDE4C","ENSG00000105650",3156
"ISYNA1","ENSG00000105655",3157
"ELL","ENSG00000105656",3158
"CRTC1","ENSG00000105662",3159
"COMP","ENSG00000105664",3160
"UPK1A","ENSG00000105668",3161
"COPE","ENSG00000105669",3162
"DDX49","ENSG00000105671",3163
"ETV2","ENSG00000105672",3164
"ATP4A","ENSG00000105675",3165
"ARMC6","ENSG00000105676",3166
"TMEM147","ENSG00000105677",3167
