,result,prediction,prob0,prob1
GSM256745,0,0,4.672837257385254,-22.90036964416504
GSM256747,0,0,10.257095336914062,-31.554668426513672
GSM256748,0,0,1.9231460094451904,-72.51841735839844
GSM256749,0,0,9.942809104919434,-15.460785865783691
GSM256750,0,0,39.23276901245117,-49.29159164428711
GSM257187,0,0,11.433708190917969,-6.340911865234375
GSM257190,0,0,10.286737442016602,-11.188638687133789
GSM257248,1,1,-4.994158744812012,0.5349722504615784
GSM257249,1,1,-9.284910202026367,-0.126484215259552
GSM257525,0,0,6.236907005310059,-1.073115348815918
GSM257526,0,0,9.183432579040527,-0.8600578904151917
GSM257527,0,0,3.335287570953369,-2.6351349353790283
GSM257528,0,0,34.30760955810547,5.634164333343506
GSM257660,0,0,0.27073365449905396,-0.34107762575149536
GSM257661,0,0,1.7421884536743164,-0.42011916637420654
GSM257471,1,1,-1.610962152481079,0.41653233766555786
GSM259833,1,1,-4.9671525955200195,7.04268741607666
GSM259834,1,1,-42.41185760498047,-8.220834732055664
GSM259835,1,1,-33.050811767578125,-8.759405136108398
GSM260252,1,1,-21.544132232666016,-5.894133567810059
GSM260254,1,1,-16.798948287963867,-4.887106418609619
GSM260255,1,1,-0.9197947978973389,3.005283832550049
GSM260256,1,1,-10.311993598937988,-3.097869634628296
GSM260257,1,1,-13.218860626220703,1.850965976715088
GSM260249,1,1,-23.361906051635742,-7.486624717712402
GSM260533,1,1,-59.64912414550781,-12.241146087646484
GSM260534,1,1,-63.50660705566406,56.711429595947266
GSM260535,1,1,-106.19877624511719,-23.30788803100586
GSM260536,1,1,-2.2022323608398438,-1.30552077293396
GSM263934,0,0,-0.7141392230987549,-47.8720817565918
GSM263935,0,0,1.8697233200073242,-22.220544815063477
GSM265494,0,0,6.750436782836914,-16.77770233154297
GSM265495,0,0,-0.4107182025909424,-30.521419525146484
GSM265496,0,0,24.343769073486328,-1.7276687622070312
GSM265498,0,0,6.2891340255737305,-6.353854179382324
GSM264755,0,0,26.35188865661621,-35.112918853759766
GSM264756,0,0,3.776141881942749,-109.17393493652344
GSM264757,0,0,-15.74492073059082,-31.529430389404297
GSM264758,0,0,11.340006828308105,-30.050899505615234
GSM265052,0,0,4.3738861083984375,-9.270183563232422
GSM265053,0,0,20.96486473083496,-4.970520973205566
GSM265055,0,0,-0.7451775074005127,-27.180889129638672
GSM265056,0,0,13.313275337219238,-17.7601318359375
GSM265057,0,0,20.371517181396484,-7.334028244018555
GSM265058,0,0,-2.789761781692505,-25.727285385131836
GSM265059,0,0,6.58365535736084,-28.74951171875
GSM265505,0,0,3.2334439754486084,-6.5865349769592285
GSM265507,0,0,3.5710675716400146,-1.7191252708435059
GSM265509,0,0,6.373345375061035,-5.884027481079102
GSM265510,0,0,5.322768211364746,-3.889543056488037
GSM265817,1,1,-7.67948055267334,10.4993257522583
GSM265818,1,1,-52.8304557800293,-16.202964782714844
GSM265819,1,1,-4.998959541320801,-1.4383654594421387
GSM265820,1,1,-41.370784759521484,-10.048835754394531
GSM266839,0,0,3.7533061504364014,-5.927764892578125
GSM266841,0,0,3.7925078868865967,-30.147449493408203
GSM266843,0,0,-3.4546072483062744,-17.60931968688965
GSM266845,0,0,2.0117218494415283,-6.761965751647949
GSM266847,0,0,3.328514337539673,-7.258406639099121
GSM266849,0,0,-10.91305923461914,-25.282176971435547
GSM266852,0,0,3.4840691089630127,-4.142479419708252
GSM266853,0,0,4.247067451477051,-5.0178961753845215
GSM297599,0,0,4.228133201599121,-2.342926025390625
GSM297601,0,0,1.7210266590118408,-4.1960320472717285
GSM297604,0,0,5.059995174407959,-2.6366591453552246
GSM266912,1,1,-13.194768905639648,1.1136605739593506
GSM266913,1,1,-25.0756893157959,-4.499354362487793
GSM266915,1,1,-6.355116844177246,-0.9110165238380432
GSM266916,1,1,-24.405847549438477,-5.2646684646606445
GSM266917,1,1,-16.644933700561523,-2.473839282989502
GSM266918,1,1,-34.4980583190918,-6.999765872955322
GSM266919,1,1,-1.051112413406372,6.112442970275879
GSM266922,1,1,-11.608034133911133,-0.8377453684806824
GSM266923,1,1,-17.02257537841797,4.509400844573975
GSM267006,1,1,-22.833656311035156,-0.021906912326812744
GSM267007,1,1,-38.074317932128906,-6.065756320953369
GSM267008,1,1,-10.25857925415039,-0.7106097340583801
GSM267010,1,1,-19.3842716217041,0.5726107954978943
GSM267011,1,1,-38.7313346862793,-8.648582458496094
GSM267012,1,1,-36.67818069458008,-5.834559917449951
GSM267077,0,0,9.44947338104248,-6.648275852203369
GSM267078,0,0,10.038003921508789,-10.19463062286377
GSM267079,0,0,0.8296360969543457,-16.362642288208008
GSM267080,0,0,8.414589881896973,-7.568663597106934
GSM267081,0,0,2.9953203201293945,-6.6255106925964355
GSM267082,0,0,13.552396774291992,-9.573987007141113
GSM267083,0,0,1.7540916204452515,-4.3872151374816895
GSM267084,0,0,3.3708560466766357,-10.373809814453125
GSM269527,1,1,-7.83840274810791,-0.6770265698432922
GSM269529,1,1,-1.8027713298797607,0.33619219064712524
GSM269530,1,1,-28.093114852905273,-9.307221412658691
GSM269531,1,1,-15.821733474731445,-1.5502307415008545
GSM269936,0,0,4.914938926696777,-2.2491912841796875
GSM269938,0,0,7.6217756271362305,-4.668501377105713
GSM269808,0,0,50.91380310058594,-28.206361770629883
GSM269810,0,0,6.521656036376953,-45.569400787353516
GSM269811,0,0,83.938720703125,-16.666397094726562
GSM269834,0,0,68.15592193603516,-29.452089309692383
GSM269835,0,0,23.299942016601562,-67.1963882446289
GSM269933,0,0,3.9393460750579834,-14.491241455078125
GSM269934,0,0,17.203975677490234,-57.86616897583008
GSM270525,1,1,-37.65886688232422,-9.759737968444824
GSM270526,1,1,-25.91398048400879,-2.317028760910034
GSM270527,1,1,-11.744677543640137,9.702506065368652
GSM270528,1,1,-17.722511291503906,-5.1238603591918945
GSM270529,1,1,-5.167475700378418,0.04870885610580444
GSM270808,0,0,5.5142669677734375,-6.152740478515625
GSM270809,0,0,4.851374626159668,-4.577521324157715
GSM270810,0,0,3.9040896892547607,-5.634496688842773
GSM270781,1,1,-18.505918502807617,-3.987712860107422
GSM270784,1,1,-29.54688835144043,-10.584718704223633
GSM270834,0,0,1.859338641166687,-1.0095744132995605
GSM270835,0,0,2.950465679168701,-3.9926300048828125
GSM270836,0,0,2.852299690246582,-3.8552727699279785
GSM270837,0,0,8.168232917785645,-1.5194218158721924
GSM270839,0,0,1.2041778564453125,0.6000951528549194
GSM270840,0,0,1.58492112159729,-0.3576660752296448
GSM270842,0,0,1.1430014371871948,0.37882667779922485
GSM270843,0,0,1.092750072479248,0.16425424814224243
GSM270844,0,0,1.7274481058120728,-0.15812426805496216
GSM270815,1,1,-0.20735108852386475,0.4364702105522156
GSM270816,1,1,1.3553184270858765,1.3982665538787842
GSM270817,1,0,0.42321544885635376,0.3020039200782776
GSM270818,1,1,0.9900477528572083,1.3544466495513916
GSM270820,1,0,1.5301332473754883,1.5142910480499268
GSM270821,1,0,1.3690210580825806,0.9852151870727539
GSM270822,1,0,1.427107810974121,0.4718995988368988
GSM270823,1,0,0.9176633358001709,0.4253758192062378
GSM270824,1,0,0.7595640420913696,0.6970849633216858
GSM270825,1,1,0.6821527481079102,0.8190076947212219
GSM270826,1,0,0.8430724143981934,0.3026607632637024
GSM270828,1,0,0.5793460607528687,0.22255927324295044
GSM270829,1,1,0.1466272473335266,0.5689866542816162
GSM270831,1,1,0.3121238946914673,0.5077388882637024
GSM270832,1,0,1.2829262018203735,0.8928689360618591
GSM270833,1,0,1.181454062461853,0.8428137302398682
GSM271334,1,1,-23.708913803100586,5.809061050415039
GSM271335,1,0,1.9547673463821411,-1.4655892848968506
GSM271336,1,1,-26.018312454223633,-4.703404903411865
GSM271337,1,1,-38.97887420654297,0.9327536225318909
GSM271338,1,1,-23.870895385742188,-4.680129051208496
GSM271339,1,1,-30.85410499572754,2.574491500854492
GSM271340,1,1,-21.01694107055664,23.3514347076416
GSM271341,1,1,-21.896291732788086,12.422537803649902
GSM271847,0,0,7.347314834594727,-29.179113388061523
GSM271848,0,0,3.3885486125946045,-7.022724628448486
GSM271849,0,0,11.805567741394043,-28.964885711669922
GSM271865,0,0,14.513025283813477,-20.342952728271484
GSM271867,0,0,7.964402198791504,-19.640296936035156
GSM271868,0,0,3.4254090785980225,-50.04941177368164
GSM272418,0,0,-0.4113823175430298,-13.561675071716309
GSM272419,0,0,7.0428972244262695,-4.1171064376831055
GSM272770,0,0,3.4363210201263428,-0.6161213517189026
GSM272771,0,0,1.8131697177886963,-3.2208986282348633
GSM272772,0,0,1.1719443798065186,-6.514595031738281
GSM272754,1,1,-13.90833854675293,3.614527463912964
GSM272757,1,1,-21.248929977416992,-3.098372220993042
GSM272758,1,1,-12.700052261352539,-4.374290943145752
GSM272759,1,1,-18.7170352935791,-4.28356409072876
GSM272760,1,1,-19.75907325744629,4.8462629318237305
GSM272761,1,1,-42.71208190917969,-10.688361167907715
GSM272762,1,1,-6.668429374694824,0.2009398341178894
GSM272763,1,1,-30.87209129333496,-7.011883735656738
GSM272764,1,1,-33.10573196411133,-11.024065971374512
GSM272765,1,1,-9.697412490844727,-1.8599615097045898
GSM272766,1,1,-19.06061553955078,1.5062236785888672
GSM272767,1,1,-6.481204986572266,-1.5638816356658936
GSM272769,1,1,-17.618501663208008,-3.358386516571045
GSM272914,0,0,1.8161640167236328,-7.993491172790527
GSM272915,0,0,6.832311630249023,-30.847270965576172
GSM272916,0,0,2.940324068069458,-40.247711181640625
GSM272917,0,0,12.93435001373291,-21.64287567138672
GSM272918,0,0,19.617918014526367,-11.645340919494629
GSM272919,0,0,2.3918612003326416,-21.569242477416992
GSM272920,0,0,7.494680404663086,-8.48667049407959
GSM272994,0,0,17.45549964904785,-2.482229232788086
GSM273007,0,0,3.180248498916626,-12.958479881286621
GSM273008,0,0,6.192106246948242,-7.720468521118164
GSM273009,0,0,1.5068800449371338,-2.1214635372161865
GSM273012,0,0,22.978586196899414,-1.3723797798156738
GSM273014,0,0,25.958438873291016,-12.412558555603027
GSM273221,0,0,-0.8854334354400635,-15.604426383972168
GSM273227,0,0,4.079868793487549,-7.29888391494751
GSM273229,0,0,2.980213165283203,-0.6283610463142395
GSM273230,0,0,9.79050350189209,0.5942108035087585
GSM273231,0,0,8.527161598205566,-4.183382987976074
GSM273232,0,0,4.9568305015563965,-5.396714210510254
GSM273233,0,0,9.110557556152344,-4.622952938079834
GSM273234,0,0,2.6959378719329834,-5.578192234039307
GSM273235,0,0,5.378108978271484,-3.3098740577697754
GSM273236,0,0,5.704873085021973,-5.794647216796875
GSM273269,0,0,1.4671335220336914,-0.6149198412895203
GSM273270,0,0,0.8426806926727295,-7.179164886474609
GSM273515,0,0,9.473123550415039,-5.020376682281494
GSM273516,0,0,13.251705169677734,-3.814218044281006
GSM274607,1,1,-9.317148208618164,-1.3073716163635254
GSM274608,1,1,-60.882362365722656,-15.556612968444824
GSM274609,1,1,-32.18766403198242,-1.2643640041351318
GSM272100,1,1,-58.614234924316406,-6.1056671142578125
GSM275311,1,1,-54.970333099365234,1.453629493713379
GSM275312,1,1,-12.315101623535156,-3.0175907611846924
GSM275313,1,1,-61.97880935668945,-6.729750633239746
GSM275314,1,1,-9.817949295043945,-0.7760096192359924
GSM275417,0,0,21.067310333251953,-19.555294036865234
GSM275418,0,0,0.5964398384094238,-14.676450729370117
GSM275676,1,1,-79.44737243652344,-2.320066452026367
GSM275677,1,1,-45.11346435546875,4.434369087219238
GSM275678,1,1,-54.467193603515625,-5.556672096252441
GSM275679,1,1,-12.92025089263916,-0.9866614937782288
GSM275680,1,1,-57.57408905029297,0.6306509375572205
GSM275681,1,1,-58.73310470581055,-14.328908920288086
GSM275682,1,1,-85.8905258178711,-23.999732971191406
GSM275684,1,1,-52.65629577636719,10.731925964355469
GSM275685,1,1,-79.46142578125,-21.627010345458984
GSM275686,1,1,-34.5578498840332,21.199281692504883
GSM275687,0,0,6.583036422729492,-2.9911699295043945
GSM275688,0,0,11.506560325622559,-2.223149061203003
GSM275689,0,0,7.502555847167969,-28.851673126220703
GSM277264,0,0,12.828916549682617,-53.52219009399414
GSM277266,0,0,11.805246353149414,-10.92912483215332
GSM277267,0,0,-23.595861434936523,-45.250362396240234
GSM277268,0,0,-4.743156433105469,-20.89847755432129
GSM277269,0,0,1.999010443687439,-22.921525955200195
GSM277270,0,0,-2.6273930072784424,-27.25102996826172
GSM277271,0,0,12.030648231506348,-12.682840347290039
GSM277272,0,0,-0.7160143852233887,-17.232206344604492
GSM277427,1,1,-38.27897262573242,8.601496696472168
GSM277429,1,1,-26.83363151550293,1.573401927947998
GSM277430,1,1,-18.27687644958496,-0.3087068200111389
GSM277636,1,1,-32.65000915527344,-6.098777770996094
GSM277638,1,1,-16.150344848632812,2.9782376289367676
GSM277639,1,1,-27.592557907104492,-0.906199038028717
GSM277640,1,1,-21.592714309692383,-4.200935363769531
GSM277641,1,1,-19.101425170898438,1.1063008308410645
GSM277801,1,1,-1.2929000854492188,2.8746039867401123
GSM277802,1,1,-8.72749137878418,1.2750356197357178
GSM277803,1,1,-15.95158576965332,0.960652768611908
GSM277804,1,1,-11.442320823669434,-0.7394745945930481
GSM277806,1,1,-16.113176345825195,-2.5296716690063477
GSM277807,1,1,-13.26078987121582,-1.9128079414367676
GSM277809,1,1,-20.515052795410156,-1.027808427810669
GSM277810,1,1,-22.261125564575195,-5.806918621063232
GSM277811,1,1,-24.404769897460938,-6.804086685180664
GSM277812,1,1,-13.463302612304688,5.770141124725342
GSM279061,0,0,-0.42789292335510254,-25.671621322631836
GSM279062,0,0,12.108575820922852,-23.120922088623047
GSM279063,0,0,17.16148567199707,-14.926255226135254
GSM279064,0,0,12.675780296325684,-14.805907249450684
GSM279065,0,0,14.186907768249512,-2.619532585144043
GSM279138,0,0,1.5404987335205078,-10.931227684020996
GSM279142,0,0,4.246529579162598,1.0223861932754517
GSM279143,0,0,3.382476568222046,-2.0333549976348877
GSM279140,1,1,-5.103959083557129,0.2841162085533142
GSM279141,1,1,-1.0524179935455322,3.4843382835388184
GSM279145,1,1,-6.057842254638672,0.15913492441177368
GSM279573,0,0,1.108018159866333,-28.107866287231445
GSM279574,0,0,-1.5696430206298828,-15.759049415588379
GSM279575,0,0,-4.827071189880371,-59.86543655395508
GSM279577,0,0,14.019861221313477,-45.353633880615234
GSM279578,0,0,16.717267990112305,-2.0069217681884766
GSM279579,0,0,27.805339813232422,-37.741207122802734
GSM279581,0,0,46.290897369384766,-30.856266021728516
GSM279583,0,0,-9.251791000366211,-46.46969985961914
GSM279584,0,0,11.87276554107666,-3.699535369873047
GSM279587,0,0,3.938544750213623,-2.648526191711426
GSM279588,0,0,9.284219741821289,-11.963043212890625
GSM280213,0,0,8.130335807800293,-4.103148460388184
GSM280217,0,0,10.526588439941406,2.97330379486084
GSM280220,0,0,7.203807830810547,-3.6939501762390137
GSM280223,0,0,5.89460563659668,-5.695389270782471
GSM279179,1,1,-17.71331787109375,-1.1658458709716797
GSM279182,1,1,-12.811656951904297,-1.487778902053833
GSM280297,1,1,-5.08177375793457,0.7701700329780579
GSM280360,1,1,-19.07843017578125,-6.150043964385986
GSM280367,1,1,-1.4398479461669922,2.78071928024292
GSM280368,1,1,-14.87965202331543,-0.9731081128120422
GSM280369,1,1,-10.683609962463379,-3.9581298828125
GSM280371,1,1,-7.4844970703125,-1.1319048404693604
GSM280372,1,1,-8.764493942260742,1.3853518962860107
GSM280373,1,1,-4.587682723999023,1.2448217868804932
GSM280375,1,1,-6.462187767028809,1.9575843811035156
GSM280376,1,1,-10.198989868164062,0.4172305762767792
GSM280377,1,1,-16.530258178710938,-2.2846968173980713
GSM281311,0,0,7.791277885437012,-15.019826889038086
GSM281312,0,0,6.453753471374512,-1.2428171634674072
GSM281314,0,0,12.807849884033203,4.098453998565674
GSM281315,0,0,6.518959999084473,-8.523794174194336
GSM281316,0,0,1.5294561386108398,-0.4359307885169983
GSM281776,0,0,10.928007125854492,-10.601774215698242
GSM281777,0,0,53.125038146972656,-4.1402435302734375
GSM281778,0,0,-8.220487594604492,-40.50840377807617
